POSTCODE,GCCSA_CODE_2021,GCCSA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
6506,5RWAU,Rest of WA,1,Good,Good,0
6507,5RWAU,Rest of WA,1,Good,Good,0
6509,5RWAU,Rest of WA,1,Good,Good,0
6510,5RWAU,Rest of WA,1,Good,Good,0
6511,5RWAU,Rest of WA,1,Good,Good,0
6512,5RWAU,Rest of WA,1,Good,Good,0
6513,5RWAU,Rest of WA,1,Good,Good,0
6514,5RWAU,Rest of WA,1,Good,Good,0
6515,5RWAU,Rest of WA,1,Good,Good,0
6516,5RWAU,Rest of WA,1,Good,Good,0
6517,5RWAU,Rest of WA,1,Good,Good,0
6518,5RWAU,Rest of WA,1,Good,Good,0
6519,5RWAU,Rest of WA,1,Good,Good,0
6521,5RWAU,Rest of WA,1,Good,Good,0
6522,5RWAU,Rest of WA,1,Good,Good,0
6525,5RWAU,Rest of WA,1,Good,Good,0
6528,5RWAU,Rest of WA,1,Good,Good,0
6530,5RWAU,Rest of WA,1,Good,Good,0
6532,5RWAU,Rest of WA,1,Good,Good,0
6535,5RWAU,Rest of WA,1,Good,Good,0
6536,5RWAU,Rest of WA,1,Good,Good,0
6537,5RWAU,Rest of WA,0.9999898,Good,Good,0
6556,5GPER,Greater Perth,0.9999974,Good,Good,0
6556,5RWAU,Rest of WA,2.60e-06,Good,Good,1
6558,5GPER,Greater Perth,1,Good,Good,0
6560,5RWAU,Rest of WA,1,Good,Good,0
6562,5RWAU,Rest of WA,1,Good,Good,0
6564,5RWAU,Rest of WA,1,Good,Good,0
6566,5RWAU,Rest of WA,1,Good,Good,0
6567,5RWAU,Rest of WA,1,Good,Good,0
6568,5RWAU,Rest of WA,1,Good,Good,0
6569,5RWAU,Rest of WA,1,Good,Good,0
6571,5RWAU,Rest of WA,1,Good,Good,0
6572,5RWAU,Rest of WA,1,Good,Good,0
6574,5RWAU,Rest of WA,1,Good,Good,0
6575,5RWAU,Rest of WA,1,Good,Good,0
6603,5RWAU,Rest of WA,1,Good,Good,0
6605,5RWAU,Rest of WA,1,Good,Good,0
6606,5RWAU,Rest of WA,1,Good,Good,0
6608,5RWAU,Rest of WA,1,Good,Good,0
6609,5RWAU,Rest of WA,1,Good,Good,0
6612,5RWAU,Rest of WA,1,Good,Good,0
6613,5RWAU,Rest of WA,1,Good,Good,0
6614,5RWAU,Rest of WA,1,Good,Good,0
6616,5RWAU,Rest of WA,1,Good,Good,0
6620,5RWAU,Rest of WA,1,Good,Good,0
6623,5RWAU,Rest of WA,1,Good,Good,0
6625,5RWAU,Rest of WA,1,Good,Good,0
6627,5RWAU,Rest of WA,1,Good,Good,0
6628,5RWAU,Rest of WA,1,Good,Good,0
6630,5RWAU,Rest of WA,1,Good,Good,0
6631,5RWAU,Rest of WA,1,Good,Good,0
6632,5RWAU,Rest of WA,1,Good,Good,0
6635,5RWAU,Rest of WA,1,Good,Good,0
6638,5RWAU,Rest of WA,1,Good,Good,0
6639,5RWAU,Rest of WA,1,Good,Good,0
6640,5RWAU,Rest of WA,1,Good,Good,0
6642,5RWAU,Rest of WA,1,Good,Good,0
6646,5RWAU,Rest of WA,1,Good,Good,0
6701,5RWAU,Rest of WA,1,Good,Good,0
6705,5RWAU,Rest of WA,1,Good,Good,0
6707,5RWAU,Rest of WA,1,Good,Good,0
6710,5RWAU,Rest of WA,1,Good,Good,0
6712,5RWAU,Rest of WA,1,Good,Good,0
6713,5RWAU,Rest of WA,0.9770723,Good,Good,0
6714,5RWAU,Rest of WA,1,Good,Good,0
6716,5RWAU,Rest of WA,1,Good,Good,0
6718,5RWAU,Rest of WA,1,Good,Good,0
6720,5RWAU,Rest of WA,0.9999956,Good,Good,0
6721,5RWAU,Rest of WA,1,Good,Good,0
6722,5RWAU,Rest of WA,1,Good,Good,0
6725,5RWAU,Rest of WA,1,Good,Good,0
6726,5RWAU,Rest of WA,1,Good,Good,0
6728,5RWAU,Rest of WA,1,Good,Good,0
6740,5RWAU,Rest of WA,1,Good,Good,0
6743,5RWAU,Rest of WA,1,Good,Good,0
6751,5RWAU,Rest of WA,1,Good,Good,0
6753,5RWAU,Rest of WA,1,Good,Good,0
6754,5RWAU,Rest of WA,1,Good,Good,0
6758,5RWAU,Rest of WA,1,Good,Good,0
6760,5RWAU,Rest of WA,1,Good,Good,0
6762,5RWAU,Rest of WA,1,Good,Good,0
6765,5RWAU,Rest of WA,1,Good,Good,0
6770,5RWAU,Rest of WA,1,Good,Good,0
6798,9OTER,Other Territories,1,Good,Good,0
6799,9OTER,Other Territories,0.9999832,Good,Good,0
7000,6GHOB,Greater Hobart,1,Good,Good,0
7004,6GHOB,Greater Hobart,1,Good,Good,0
7005,6GHOB,Greater Hobart,1,Good,Good,0
7007,6GHOB,Greater Hobart,1,Good,Good,0
7008,6GHOB,Greater Hobart,1,Good,Good,0
7009,6GHOB,Greater Hobart,1,Good,Good,0
7010,6GHOB,Greater Hobart,1,Good,Good,0
7011,6GHOB,Greater Hobart,1,Good,Good,0
7012,6GHOB,Greater Hobart,0.9473558,Good,Good,0
7012,6RTAS,Rest of Tas.,0.0526442,Good,Good,0
7015,6GHOB,Greater Hobart,1,Good,Good,0
7016,6GHOB,Greater Hobart,1,Good,Good,0
7017,6GHOB,Greater Hobart,0.9836687,Good,Good,0
7017,6RTAS,Rest of Tas.,0.0163313,Good,Good,0
7018,6GHOB,Greater Hobart,1,Good,Good,0
7019,6GHOB,Greater Hobart,1,Good,Good,0
7020,6GHOB,Greater Hobart,1,Good,Good,0
7021,6GHOB,Greater Hobart,1,Good,Good,0
7022,6GHOB,Greater Hobart,1,Good,Good,0
7023,6GHOB,Greater Hobart,1,Good,Good,0
7024,6GHOB,Greater Hobart,1,Good,Good,0
7025,6GHOB,Greater Hobart,1,Good,Good,0
7026,6GHOB,Greater Hobart,0.1278035,Good,Good,0
7026,6RTAS,Rest of Tas.,0.8721965,Good,Good,0
7027,6RTAS,Rest of Tas.,1,Good,Good,0
7030,6GHOB,Greater Hobart,0.7927073,Good,Good,0
7030,6RTAS,Rest of Tas.,0.2072927,Good,Good,0
7050,6GHOB,Greater Hobart,1,Good,Good,0
7052,6GHOB,Greater Hobart,1,Good,Good,0
7053,6GHOB,Greater Hobart,1,Good,Good,0
7054,6GHOB,Greater Hobart,0.9999932,Good,Good,0
7054,6RTAS,Rest of Tas.,6.80e-06,Good,Good,1
7055,6GHOB,Greater Hobart,1,Good,Good,0
7109,6GHOB,Greater Hobart,0.0193782,Good,Good,0
7109,6RTAS,Rest of Tas.,0.9806218,Good,Good,0
7112,6RTAS,Rest of Tas.,1,Good,Good,0
7113,6RTAS,Rest of Tas.,1,Good,Good,0
7116,6RTAS,Rest of Tas.,1,Good,Good,0
7117,6RTAS,Rest of Tas.,1,Good,Good,0
7119,6RTAS,Rest of Tas.,1,Good,Good,0
7120,6RTAS,Rest of Tas.,1,Good,Good,0
7139,6RTAS,Rest of Tas.,1,Good,Good,0
7140,6GHOB,Greater Hobart,0.6031052,Good,Good,0
7140,6RTAS,Rest of Tas.,0.3968948,Good,Good,0
7150,6GHOB,Greater Hobart,0.4311104,Good,Good,0
7150,6RTAS,Rest of Tas.,0.5688896,Good,Good,0
7155,6RTAS,Rest of Tas.,1,Good,Good,0
7162,6RTAS,Rest of Tas.,1,Good,Good,0
7163,6RTAS,Rest of Tas.,1,Good,Good,0
7170,6GHOB,Greater Hobart,1,Good,Good,0
7171,6GHOB,Greater Hobart,1,Good,Good,0
7172,6GHOB,Greater Hobart,0.9981578,Good,Good,0
7172,6RTAS,Rest of Tas.,0.0018422,Good,Good,1
7173,6GHOB,Greater Hobart,1,Good,Good,0
7174,6GHOB,Greater Hobart,1,Good,Good,0
7175,6GHOB,Greater Hobart,1,Good,Good,0
7176,6GHOB,Greater Hobart,1,Good,Good,0
7177,6GHOB,Greater Hobart,0.9867703,Good,Good,0
7177,6RTAS,Rest of Tas.,0.0132297,Good,Good,0
7178,6RTAS,Rest of Tas.,1,Good,Good,0
7179,6RTAS,Rest of Tas.,1,Good,Good,0
7180,6RTAS,Rest of Tas.,1,Good,Good,0
7182,6RTAS,Rest of Tas.,1,Good,Good,0
7183,6RTAS,Rest of Tas.,1,Good,Good,0
7184,6RTAS,Rest of Tas.,1,Good,Good,0
7185,6RTAS,Rest of Tas.,1,Good,Good,0
7186,6RTAS,Rest of Tas.,1,Good,Good,0
7187,6RTAS,Rest of Tas.,1,Good,Good,0
7190,6RTAS,Rest of Tas.,1,Good,Good,0
7209,6RTAS,Rest of Tas.,1,Good,Good,0
7210,6RTAS,Rest of Tas.,1,Good,Good,0
7211,6RTAS,Rest of Tas.,1,Good,Good,0
7212,6RTAS,Rest of Tas.,1,Good,Good,0
7213,6RTAS,Rest of Tas.,1,Good,Good,0
7214,6RTAS,Rest of Tas.,1,Good,Good,0
7215,6RTAS,Rest of Tas.,1,Good,Good,0
7216,6RTAS,Rest of Tas.,1,Good,Good,0
7248,6RTAS,Rest of Tas.,1,Good,Good,0
7249,6RTAS,Rest of Tas.,1,Good,Good,0
7250,6RTAS,Rest of Tas.,1,Good,Good,0
7252,6RTAS,Rest of Tas.,1,Good,Good,0
7253,6RTAS,Rest of Tas.,1,Good,Good,0
7254,6RTAS,Rest of Tas.,1,Good,Good,0
7255,6RTAS,Rest of Tas.,1,Good,Good,0
7256,6RTAS,Rest of Tas.,0.9999999,Good,Good,0
7257,6RTAS,Rest of Tas.,1,Good,Good,0
7258,6RTAS,Rest of Tas.,1,Good,Good,0
7259,6RTAS,Rest of Tas.,1,Good,Good,0
7260,6RTAS,Rest of Tas.,1,Good,Good,0
7261,6RTAS,Rest of Tas.,1,Good,Good,0
7262,6RTAS,Rest of Tas.,1,Good,Good,0
7263,6RTAS,Rest of Tas.,1,Good,Good,0
7264,6RTAS,Rest of Tas.,1,Good,Good,0
7265,6RTAS,Rest of Tas.,1,Good,Good,0
7267,6RTAS,Rest of Tas.,1,Good,Good,0
7268,6RTAS,Rest of Tas.,1,Good,Good,0
7270,6RTAS,Rest of Tas.,1,Good,Good,0
7275,6RTAS,Rest of Tas.,1,Good,Good,0
7276,6RTAS,Rest of Tas.,1,Good,Good,0
7277,6RTAS,Rest of Tas.,1,Good,Good,0
7290,6RTAS,Rest of Tas.,1,Good,Good,0
7291,6RTAS,Rest of Tas.,1,Good,Good,0
7292,6RTAS,Rest of Tas.,1,Good,Good,0
7300,6RTAS,Rest of Tas.,1,Good,Good,0
7301,6RTAS,Rest of Tas.,1,Good,Good,0
7302,6RTAS,Rest of Tas.,1,Good,Good,0
7303,6RTAS,Rest of Tas.,1,Good,Good,0
7304,6RTAS,Rest of Tas.,1,Good,Good,0
7305,6RTAS,Rest of Tas.,1,Good,Good,0
7306,6RTAS,Rest of Tas.,1,Good,Good,0
7307,6RTAS,Rest of Tas.,1,Good,Good,0
7310,6RTAS,Rest of Tas.,1,Good,Good,0
7315,6RTAS,Rest of Tas.,1,Good,Good,0
7316,6RTAS,Rest of Tas.,1,Good,Good,0
7320,6RTAS,Rest of Tas.,1,Good,Good,0
7321,6RTAS,Rest of Tas.,1,Good,Good,0
7322,6RTAS,Rest of Tas.,1,Good,Good,0
7325,6RTAS,Rest of Tas.,1,Good,Good,0
7330,6RTAS,Rest of Tas.,1,Good,Good,0
7331,6RTAS,Rest of Tas.,1,Good,Good,0
7466,6RTAS,Rest of Tas.,1,Good,Good,0
7467,6RTAS,Rest of Tas.,1,Good,Good,0
7468,6RTAS,Rest of Tas.,1,Good,Good,0
7469,6RTAS,Rest of Tas.,1,Good,Good,0
7470,6RTAS,Rest of Tas.,1,Good,Good,0
,19499,No usual address (NSW),1,Good,Good,3
,19799,Migratory - Offshore - Shipping (NSW),1,Good,Good,3
,29499,No usual address (Vic.),1,Good,Good,3
,29799,Migratory - Offshore - Shipping (Vic.),1,Good,Good,3
,39499,No usual address (Qld),1,Good,Good,3
,39799,Migratory - Offshore - Shipping (Qld),1,Good,Good,3
,49499,No usual address (SA),1,Good,Good,3
,49799,Migratory - Offshore - Shipping (SA),1,Good,Good,3
,59499,No usual address (WA),1,Good,Good,3
,59799,Migratory - Offshore - Shipping (WA),1,Good,Good,3
,69499,No usual address (Tas.),1,Good,Good,3
,69799,Migratory - Offshore - Shipping (Tas.),1,Good,Good,3
,79499,No usual address (NT),1,Good,Good,3
,79799,Migratory - Offshore - Shipping (NT),1,Good,Good,3
,89499,No usual address (ACT),1,Good,Good,3
,89799,Migratory - Offshore - Shipping (ACT),1,Good,Good,3
,99499,No usual address (OT),1,Good,Good,3
,99799,Migratory - Offshore - Shipping (OT),1,Good,Good,3
,ZZZZZ,Outside Australia,,NA,Good,3
